0.000000,-3817.353454,1567.063743,5519.246785
10.000000,-3862.245223,1607.506472,5470.705549
20.000000,-3906.665689,1647.753040,5421.496738
30.000000,-3950.608527,1687.798152,5371.625100
40.000000,-3994.067456,1727.636526,5321.095497
50.000000,-4037.036235,1767.262884,5269.912897
60.000000,-4079.508671,1806.671961,5218.082377
70.000000,-4121.478614,1845.858501,5165.609126
80.000000,-4162.939965,1884.817260,5112.498440
90.000000,-4203.886672,1923.543008,5058.755725
100.000000,-4244.312734,1962.030527,5004.386494
110.000000,-4284.212201,2000.274615,4949.396370
120.000000,-4323.579178,2038.270085,4893.791083
130.000000,-4362.407824,2076.011769,4837.576471
140.000000,-4400.692355,2113.494515,4780.758480
150.000000,-4438.427043,2150.713190,4723.343163
160.000000,-4475.606220,2187.662683,4665.336678
170.000000,-4512.224278,2224.337902,4606.745291
180.000000,-4548.275673,2260.733779,4547.575374
190.000000,-4583.754922,2296.845268,4487.833401
200.000000,-4618.656607,2332.667349,4427.525955
210.000000,-4652.975377,2368.195027,4366.659720
220.000000,-4686.705950,2403.423332,4305.241484
230.000000,-4719.843110,2438.347325,4243.278139
240.000000,-4752.381713,2472.962093,4180.776676
250.000000,-4784.316687,2507.262755,4117.744190
260.000000,-4815.643034,2541.244459,4054.187877
270.000000,-4846.355829,2574.902388,3990.115030
280.000000,-4876.450224,2608.231756,3925.533043
290.000000,-4905.921448,2641.227812,3860.449407
300.000000,-4934.764809,2673.885842,3794.871712
310.000000,-4962.975695,2706.201167,3728.807641
320.000000,-4990.549575,2738.169147,3662.264974
330.000000,-5017.482003,2769.785179,3595.251587
340.000000,-5043.768613,2801.044702,3527.775444
350.000000,-5069.405128,2831.943196,3459.844607
360.000000,-5094.387356,2862.476182,3391.467224
370.000000,-5118.711193,2892.639226,3322.651536
380.000000,-5142.372626,2922.427937,3253.405871
390.000000,-5165.367729,2951.837971,3183.738644
400.000000,-5187.692671,2980.865029,3113.658357
410.000000,-5209.343711,3009.504861,3043.173596
420.000000,-5230.317206,3037.753265,2972.293031
430.000000,-5250.609603,3065.606090,2901.025413
440.000000,-5270.217450,3093.059234,2829.379575
450.000000,-5289.137390,3120.108649,2757.364428
460.000000,-5307.366165,3146.750340,2684.988961
470.000000,-5324.900617,3172.980365,2612.262239
480.000000,-5341.737690,3198.794838,2539.193402
490.000000,-5357.874426,3224.189927,2465.791662
500.000000,-5373.307974,3249.161861,2392.066303
510.000000,-5388.035584,3273.706925,2318.026681
520.000000,-5402.054613,3297.821462,2243.682215
530.000000,-5415.362521,3321.501877,2169.042396
540.000000,-5427.956877,3344.744636,2094.116776
550.000000,-5439.835356,3367.546267,2018.914971
560.000000,-5450.995743,3389.903360,1943.446657
570.000000,-5461.435929,3411.812569,1867.721572
580.000000,-5471.153919,3433.270615,1791.749509
590.000000,-5480.147825,3454.274282,1715.540316
600.000000,-5488.415872,3474.820422,1639.103899
610.000000,-5495.956399,3494.905954,1562.450209
620.000000,-5502.767855,3514.527867,1485.589253
630.000000,-5508.848804,3533.683216,1408.531082
640.000000,-5514.197923,3552.369129,1331.285795
650.000000,-5518.814005,3570.582802,1253.863532
660.000000,-5522.695957,3588.321505,1176.274477
670.000000,-5525.842802,3605.582579,1098.528854
680.000000,-5528.253680,3622.363438,1020.636923
690.000000,-5529.927847,3638.661570,942.608979
700.000000,-5530.864675,3654.474538,864.455353
710.000000,-5531.063656,3669.799978,786.186405
720.000000,-5530.524397,3684.635605,707.812524
730.000000,-5529.246625,3698.979206,629.344126
740.000000,-5527.230183,3712.828650,550.791654
750.000000,-5524.475036,3726.181880,472.165569
760.000000,-5520.981265,3739.036918,393.476357
770.000000,-5516.749069,3751.391864,314.734518
780.000000,-5511.778770,3763.244899,235.950571
790.000000,-5506.070805,3774.594283,157.135045
800.000000,-5499.625732,3785.438354,78.298484
810.000000,-5492.444228,3795.775534,-0.548561
820.000000,-5484.527088,3805.604323,-79.395532
830.000000,-5475.875228,3814.923304,-158.231867
840.000000,-5466.489680,3823.731140,-237.047001
850.000000,-5456.371598,3832.026580,-315.830369
860.000000,-5445.522252,3839.808450,-394.571409
870.000000,-5433.943031,3847.075663,-473.259564
880.000000,-5421.635443,3853.827212,-551.884283
890.000000,-5408.601112,3860.062176,-630.435025
900.000000,-5394.841781,3865.779714,-708.901260
910.000000,-5380.359310,3870.979072,-787.272471
920.000000,-5365.155673,3875.659578,-865.538159
930.000000,-5349.232964,3879.820642,-943.687843
940.000000,-5332.593391,3883.461762,-1021.711060
950.000000,-5315.239276,3886.582517,-1099.597374
960.000000,-5297.173057,3889.182571,-1177.336370
970.000000,-5278.397285,3891.261672,-1254.917664
980.000000,-5258.914627,3892.819652,-1332.330898
990.000000,-5238.727859,3893.856428,-1409.565749
1000.000000,-5217.839872,3894.371999,-1486.611925
1010.000000,-5196.253666,3894.366450,-1563.459173
1020.000000,-5173.972354,3893.839949,-1640.097277
1030.000000,-5150.999156,3892.792748,-1716.516061
1040.000000,-5127.337404,3891.225181,-1792.705391
1050.000000,-5102.990534,3889.137667,-1868.655181
1060.000000,-5077.962094,3886.530709,-1944.355388
1070.000000,-5052.255733,3883.404889,-2019.796020
1080.000000,-5025.875210,3879.760877,-2094.967135
1090.000000,-4998.824386,3875.599420,-2169.858846
1100.000000,-4971.107225,3870.921351,-2244.461318
1110.000000,-4942.727793,3865.727583,-2318.764775
1120.000000,-4913.690258,3860.019110,-2392.759500
1130.000000,-4883.998888,3853.797008,-2466.435836
1140.000000,-4853.658050,3847.062433,-2539.784190
